district_code,district_name,state_name,year,month,turbidity,ndci,cdom,ndwi,awei,lst_celsius,svi_score,is_monsoon,add_outbreak,cholera_outbreak,typhoid_outbreak,turbidity_lag1,turbidity_lag2,turbidity_roll3,turbidity_yoy_delta,ndci_lag1,ndci_lag2,ndci_roll3,ndci_yoy_delta,cdom_lag1,cdom_lag2,cdom_roll3,cdom_yoy_delta,ndwi_lag1,ndwi_lag2,ndwi_roll3,ndwi_yoy_delta,awei_lag1,awei_lag2,awei_roll3,awei_yoy_delta,lst_celsius_lag1,lst_celsius_lag2,lst_celsius_roll3,lst_celsius_yoy_delta
52141,Patna,Bihar,2022,1,0.13490142459033697,0.11515921243548267,0.659195090518222,-0.1375925438230254,-0.23760219186551892,24.72347139765763,0.3290418060840997,0,0,0,0,0.13490142459033697,0.13490142459033697,0.13490142459033697,-0.016009039784765155,0.11515921243548267,0.11515921243548267,0.11515921243548267,-0.002304007142057673,0.659195090518222,0.659195090518222,0.659195090518222,0.014033699701251907,-0.1375925438230254,-0.1375925438230254,-0.1375925438230254,-0.008385857984472311,-0.23760219186551892,-0.23760219186551892,-0.23760219186551892,-0.012931415437586477,24.72347139765763,24.72347139765763,24.72347139765763,-0.0028438464960650932
52141,Patna,Bihar,2022,2,0.10424490578465556,0.08821833611219093,0.5591670111852695,-0.08350834392078324,-0.0552588421110482,23.857239668491715,0.3697469303260209,0,0,0,0,0.13490142459033697,0.10424490578465556,0.11957316518749626,-0.00828497024780246,0.11515921243548267,0.08821833611219093,0.1016887742738368,-0.009242331442683044,0.659195090518222,0.5591670111852695,0.6091810508517457,0.006979032725390276,-0.1375925438230254,-0.08350834392078324,-0.11055044387190432,-0.008866809222834574,-0.23760219186551892,-0.0552588421110482,-0.14643051698828358,0.005723903111756757,24.72347139765763,23.857239668491715,24.290355533074674,0.015905820726178504
52141,Patna,Bihar,2022,3,0.16396946306764662,0.045957591680586767,0.608540663048167,0.036965827544816976,-0.2814198349120009,24.54844739902693,0.6037724259507191,0,0,1,0,0.10424490578465556,0.13490142459033697,0.1343719311475464,-0.001032547601490474,0.08821833611219093,0.11515921243548267,0.08311171340942013,0.008901984111247868,0.5591670111852695,0.659195090518222,0.6089675882505529,-0.004430440211284823,-0.08350834392078324,-0.1375925438230254,-0.06137835339966389,0.0053481733634591026,-0.0552588421110482,-0.23760219186551892,-0.19142695629618933,0.004506034128625389,23.857239668491715,24.72347139765763,24.376386155058757,0.006789312900592783
52141,Patna,Bihar,2022,4,0.10093320779176082,0.08437299831446513,0.320633112669131,0.16372816083151281,-0.19648800735999322,22.956895610648804,0.6312611421769909,0,0,0,0,0.16396946306764662,0.10424490578465556,0.12304919221468769,-0.016431888111541674,0.045957591680586767,0.08821833611219093,0.0728496420357476,0.010352493347237526,0.608540663048167,0.5591670111852695,0.49611359563418916,-0.004794929673992434,0.036965827544816976,-0.08350834392078324,0.039061881485182186,0.012289805024890618,-0.2814198349120009,-0.0552588421110482,-0.17772222812768076,-0.01869816339532164,24.54844739902693,23.857239668491715,23.787527559389147,-0.0013699548944245826
52141,Patna,Bihar,2022,5,0.08015441853304708,0.1460460016093926,0.7650796940166689,0.17579957662567564,0.05793094017105954,25.393722471738247,0.5989499894055426,0,0,0,0,0.10093320779176082,0.16396946306764662,0.11501902979748484,-0.0017585440443207117,0.08437299831446513,0.045957591680586767,0.09212553053481483,-0.01846187862238094,0.320633112669131,0.608540663048167,0.564751156577989,0.002965755451407618,0.16372816083151281,0.036965827544816976,0.12549785500066848,-0.006373077470287948,-0.19648800735999322,-0.2814198349120009,-0.13999230070031152,-0.011617838439123639,22.956895610648804,24.54844739902693,24.299688493804656,-0.005193963718261267
52141,Patna,Bihar,2022,6,0.1538557501501112,0.0905504908105723,0.3845545349848576,0.12087879230161586,-0.2701797425280917,25.306643805277307,0.7934434683002587,1,0,0,1,0.08015441853304708,0.10093320779176082,0.11164779215830638,0.01661470165728018,0.1460460016093926,0.08437299831446513,0.10698983024481001,-0.0092951086019241,0.7650796940166689,0.320633112669131,0.4900891138902191,0.004631847952675848,0.17579957662567564,0.16372816083151281,0.15346884325293478,0.004583867035514843,0.05793094017105954,-0.19648800735999322,-0.13624560323900844,-0.0028313889674376714,25.393722471738247,22.956895610648804,24.552420629221455,-0.0034090787734607983
52141,Patna,Bihar,2022,7,0.20092998567487852,0.12026514506917295,0.3444267910404542,-0.05661370858229095,-0.25365237618994807,29.862560238232398,0.7315517129377967,1,0,1,1,0.1538557501501112,0.08015441853304708,0.14498005145267892,0.0002088648829596179,0.0905504908105723,0.1460460016093926,0.11895387916304595,-0.01496529255090079,0.3845545349848576,0.7650796940166689,0.4980203400139936,0.0019729226563120644,0.12087879230161586,0.17579957662567564,0.08002155344833352,-0.020870270186020688,-0.2701797425280917,0.05793094017105954,-0.1553003928489934,-0.0030085974714082627,25.306643805277307,25.393722471738247,26.854308838415985,0.0042831669237523755
52141,Patna,Bihar,2022,8,0.15768850073941096,0.10288247127617771,0.832327645545796,-0.011114029935220288,-0.2521623016246793,30.3594326894014,0.6566223936114974,1,0,1,1,0.20092998567487852,0.1538557501501112,0.1708247455214669,0.0023070090571868348,0.12026514506917295,0.0905504908105723,0.10456603571864098,-0.006500239344068982,0.3444267910404542,0.3845545349848576,0.520436323857036,0.0031130867344288486,-0.05661370858229095,0.12087879230161586,0.017717017928034873,-0.005846177306571996,-0.25365237618994807,-0.2701797425280917,-0.2586648067809063,-0.012094769354188054,29.862560238232398,25.306643805277307,28.509545577637038,0.0007715649621771675
52141,Patna,Bihar,2022,9,0.16892521882670145,0.08795526781965923,0.5565246110151298,-0.18983234930236192,-0.2568434292026782,31.129287311628012,0.3157145928433671,1,0,1,1,0.15768850073941096,0.20092998567487852,0.17584790174699697,-0.012601647651725802,0.10288247127617771,0.12026514506917295,0.10370096138833662,-0.0008343796979036086,0.832327645545796,0.3444267910404542,0.5777596825337934,0.016999573745763805,-0.011114029935220288,-0.05661370858229095,-0.08585336260662439,-0.00031058932870901953,-0.2521623016246793,-0.25365237618994807,-0.2542193690057685,0.0038897872935218375,30.3594326894014,29.862560238232398,30.450426746420604,-0.005938114080687051
52141,Patna,Bihar,2022,10,0.1205700099318645,0.11822164801059633,0.4372788992949735,-0.1692080360684828,-0.18409941883449277,23.93116709265299,0.3806106436270022,0,0,0,0,0.16892521882670145,0.15768850073941096,0.1490612431659923,-0.006163614080394775,0.08795526781965923,0.10288247127617771,0.10301979570214442,-0.014496452196985301,0.5565246110151298,0.832327645545796,0.6087103852852999,0.010715431522348858,-0.18983234930236192,-0.011114029935220288,-0.12338480510202167,-0.009096834169818336,-0.2568434292026782,-0.2521623016246793,-0.23103504988728343,0.002514736089405121,31.129287311628012,30.3594326894014,28.473295697894134,-0.0016563141031763224
